Year,Month,Day,Hour,Minute,Second,Spacecraft,ShockType,MagneticFieldRatio,SpeedJump(km/s),ProtonDensityRatio,ProtonTemperatureRatio,AlfvenSpeedUpstream(km/s),MagnetosonicSpeedUpstream(km/s),PlasmaBetaUpstream,ShockNormalX,ShockNormalY,ShockNormalZ,ShockTheta(degrees),ShockSpeed(km/s),MagnetosonicMachNumber
2011,3,11,3,51,38, STEREO-B,FF,1.43,21.25,1.22,1.79,66.25,76.43,0.67,0.68,-0.34,-0.65,44.22,297.01,1.06
2011,3,10,6,40,57,Cluster-1,FF,2.21,36.02,1.88,1.51,43.02,60.31,1.95,-0.37,0.65,-0.67,64.37,285.89,2.6
2011,3,9,6,47,40, STEREO-A,FF,1.68,114.13,3.8,3.72,92.12,106.63,0.76,0.74,-0.15,-0.66,52.05,652.11,1.99
2011,3,7,12,22,46, STEREO-B,FF,1.89,29.13,2.73,3.38,40.3,54.78,1.7,0.86,0.36,0.37,76.11,305.46,0.92
2011,3,2,3,6,9,     Wind,FR,1.86,42.59,2.07,1.77,53.45,74.17,1.9,0.59,0.8,0.11,53.88,287.88,1.79
2011,2,26,8,46,56, STEREO-B,FF,1.43,44.86,2.42,1.58,86.64,103.45,0.89,0.69,0.22,0.7,39.06,455.56,0.97
2011,2,26,8,29,19, STEREO-B,FF,1.92,35.25,1.92,1.07,63.63,80.76,1.23,0.64,0.1,-0.76,85.96,421.58,1.06
2011,2,20,12,14,7,Cluster-1,FF,1.55,41.79,1.22,1.26,69.08,87.76,1.23,-0.75,0.63,0.2,50.27,542.69,2.64
2011,2,20,11,41,21,     Wind,FF,1.49,31.37,1.61,1.24,84.63,92.57,0.4,-0.98,-0.15,0.13,70.21,506.44,0.88
2011,2,18,1,27,42,Cluster-1,FF,2.99,100.28,3.96,2.41,33.86,56.2,3.63,-0.91,0.09,0.42,57.86,454.64,2.74
2011,2,18,0,49,3,     Wind,FF,3.28,87.1,3.11,3.98,28.15,46.87,3.56,-0.79,0.2,0.57,79.57,423.73,3.3
2011,2,14,15,6,45,     Wind,FF,2.46,76.67,3.07,3.4,21.61,43.19,6.04,-0.88,-0.43,0.22,76.76,395.76,2.89
2011,2,5,4,44,45,     Wind,FR,2.07,46.65,1.98,1.65,62.1,82.44,1.53,0.46,0.32,0.83,63.68,82.55,2.41
2011,2,4,1,50,57,     Wind,FF,1.8,35.91,2.22,1.84,35.58,51.64,2.27,-0.92,-0.37,-0.15,72.8,362.54,1.38
2011,1,23,17,6,3, STEREO-A,FF,1.59,24,2.95,1.15,51.18,64.13,1.14,0.66,0.73,-0.2,73.76,264.93,0.77
2011,1,17,18,31,0, STEREO-A,FR,1.55,20.13,2.06,2.2,61.18,74.32,0.96,-0.48,0.56,0.67,78.39,136.06,1.15
2011,1,17,15,46,6, STEREO-B,FF,2.6,88.38,3.18,1.65,40.08,57.33,2.12,0.98,-0.16,-0.09,56.3,448.22,2.25
2011,1,12,22,36,36, STEREO-B,FF,1.5,22.38,1.84,0.9,32.67,51.32,2.94,0.95,-0.22,0.23,45.64,350.25,1.01
2010,12,31,18,59,32, STEREO-B,FR,1.38,32.13,2.27,0.86,92.94,111.16,0.88,-0.51,-0.78,0.37,50.32,251.71,0.87
2010,12,29,11,24,10, STEREO-B,FF,5.4,43.5,2.51,2.92,10.54,38.86,44.1,0.98,0.13,-0.16,57.02,375.86,1.84
2010,12,19,20,35,24,     Wind,FF,1.43,26.56,2.05,2.63,33.99,50.37,2.5,-0.97,-0.14,-0.18,23.52,398.11,1.07
2010,12,14,17,15,32, STEREO-A,FF,1.62,55.63,2.25,1.28,58.23,77.68,1.61,0.99,-0.07,0.09,40.96,536.95,1.37
2010,12,4,0,10,20, STEREO-A,FF,1.92,25.25,3.13,2.74,26.78,45.05,3.68,0.9,0.4,-0.19,84.31,298.75,1.04
2010,11,19,20,26,2, STEREO-B,FF,1.77,34.75,2.35,1.6,45.63,62.5,1.76,0.99,0.12,0.05,84.82,465.56,1.03
2010,11,16,19,26,0, STEREO-A,FR,1.87,39.88,2.14,1.69,79.44,95.41,0.89,-0.51,-0.78,0.36,82.55,130.72,1.46
2010,11,7,19,52,16, STEREO-B,FF,1.81,27,1.29,1.49,33.44,52.83,3.06,0.95,-0.27,-0.12,89.97,442.85,2.35
2010,11,7,19,5,5, STEREO-B,FF,2.09,25.13,1.77,2.22,20.79,42.29,6.5,0.97,0.22,-0.05,85.06,348.09,1.43
2010,10,31,10,4,9, STEREO-A,FR,1.8,61.88,1.58,2.1,60.24,75.08,1.11,-0.8,-0.53,0.3,46.14,208.04,2.97
2010,10,19,17,44,9,     Wind,FR,1.29,23.82,1.34,1.43,55.51,71.29,1.3,0.91,0.3,-0.28,70.82,313.79,1.37
2010,10,2,15,6,58, STEREO-A,FF,1.4,32.63,2.87,1.24,28.02,50.57,4.57,0.79,0.6,-0.16,41.79,365.2,1.35
2010,9,26,22,17,48, STEREO-B,FF,1.21,39.88,1.69,2.17,35.84,51.47,2.14,0.27,0.42,-0.87,88.22,106.05,0.45
2010,9,24,7,59,9,     Wind,FR,1.87,38.67,1.68,1.51,38.98,59.81,2.75,0.74,0.25,0.63,87.94,287.63,1.42
2010,9,17,22,33,44, STEREO-A,FF,1.82,55.75,2.28,2.08,96.44,104.64,0.36,0.93,-0.1,-0.36,84.11,446.07,1.01
2010,9,11,6,58,46, STEREO-A,FF,2.27,87.13,4.71,2.59,67.46,78.52,0.71,0.73,0.58,0.35,86.09,384.76,1.34
2010,9,10,18,17,58, STEREO-A,FF,1.47,25.25,1.71,1.38,43.48,61.13,2.12,0.9,0.4,0.19,75.28,401.15,1.24
2010,9,7,8,29,6, STEREO-A,FF,1.86,73.25,6.01,1.71,102.04,110.02,0.33,0.99,0.1,-0.09,47.57,517.84,0.82
2010,8,21,20,16,47, STEREO-B,FR,1.47,29.5,1.53,1.16,52.23,70.3,1.64,-0.58,0.05,0.81,89.39,291.25,1.09
2010,8,20,16,13,39, STEREO-A,FF,2.79,175.63,5.72,3.65,84.3,94.92,0.54,1,-0.06,0.05,64.88,552.72,2.25
2010,8,20,10,27,56, STEREO-B,FR,1.86,49.5,2.82,1.69,65.16,79.44,0.98,-0.44,-0.17,0.88,75,205.3,1.07
2010,8,12,5,48,24, STEREO-A,FR,1.29,43.63,1.55,2.05,98.82,110.7,0.51,-0.97,-0.03,-0.24,85.27,368.45,1.14
2010,8,11,9,31,47, STEREO-B,FF,2.71,28.63,3.42,6.45,19.61,40.71,6.73,0.94,-0.33,-0.05,75.52,296.92,0.98
2010,8,4,7,9,21, STEREO-B,FR,1.7,65.25,2.39,1.98,241.49,251.63,0.05,-0.93,-0.36,0.03,56.06,441.26,0.42
2010,8,3,17,5,6,     Wind,FF,2.81,87,2.41,2.83,32.74,48.95,2.48,-0.87,-0.18,0.46,70.48,530.8,3.21
2010,8,3,16,55,4,      ACE,FF,2.72,71.38,2.32,3.39,31.53,47.97,2.69,-0.91,-0.08,0.4,73.46,509.02,2.74
2010,8,3,5,0,54, STEREO-B,FF,1.69,101.13,1.88,7.82,163.82,167.95,0.1,0.96,-0.08,-0.26,76.82,653.63,1.33
2010,8,2,15,31,0, STEREO-B,FF,2.26,109.75,2.74,3.28,77.68,88.87,0.66,0.94,0.03,-0.33,53.24,481.59,2.05
2010,6,30,5,45,0, STEREO-B,FF,1.51,52.75,2.49,2.99,39.85,56.8,2.07,0.95,0.02,-0.32,26.97,423.08,1.47
2010,6,15,11,35,0, STEREO-A,FR,1.74,39.93,2.01,1.44,46.15,69.02,2.5,-0.86,-0.11,0.5,58.31,381.02,1.2
2010,6,12,4,59,20, STEREO-B,FR,1.54,60.88,1.83,2.67,54.27,74.76,1.81,-0.63,-0.77,-0.09,4.61,336.12,1.14
2010,6,11,4,41,28, STEREO-B,FF,1.61,26.88,2,1.55,47.76,62.34,1.42,0.81,0.49,-0.31,82.4,328.42,0.69
2010,6,7,4,8,48, STEREO-B,FF,1.98,45.5,2.62,2.29,32.8,51.58,2.95,1,0.05,0.02,77.27,402.48,1.36
2010,6,5,7,30,10, STEREO-A,FR,1.5,31.96,1.64,1.86,95.83,112.29,0.75,-0.73,-0.68,0.04,82.01,285.3,1
2010,6,3,8,36,28, STEREO-A,FF,2.63,44.63,2.26,1.86,12.32,39.7,20.22,0.85,-0.48,0.21,51.14,358.3,2.15
2010,6,2,20,46,30, STEREO-B,FR,1.67,64.38,1.59,1.27,58.62,77.41,1.5,-0.13,0.56,0.82,21.62,53.36,0.3
2010,6,1,19,37,0,     Wind,FR,1.4,34.12,1.6,1.59,85.52,96.32,0.54,0.81,0.4,0.44,85.88,332.1,1.17
2010,5,30,14,59,18, STEREO-A,FF,1.94,47.88,2.13,1.5,38.54,56.24,2.26,0.94,-0.34,0.01,86.99,468.85,1.62
2010,5,28,1,53,24,     Wind,FF,1.44,43.74,2.97,4.8,28.58,47.82,3.62,-0.71,0.45,0.55,27.75,297.26,1.41
2010,5,15,1,19,2, STEREO-B,FF,1.86,21.25,2,2.79,18.43,41.16,8.3,0.83,-0.51,0.23,80.67,300.1,1.27
2010,5,8,9,24,7, STEREO-A,FR,1.76,29.5,1.65,1.94,69.33,84.13,0.97,-0.26,-0.17,0.95,69.28,0.43,1.93
2010,5,3,10,8,45,     Wind,FR,1.51,33.67,1.39,1.14,63.33,85.13,1.69,0.63,0.39,0.67,77.1,295.41,1.86
2010,4,27,20,6,2, STEREO-B,FR,1.62,98.4,1.48,0.93,91.49,114.13,1.18,-0.6,0.21,0.77,82.62,207.86,1.24
2010,4,23,0,34,36, STEREO-A,FF,1.82,23.5,3.08,1.12,50.73,64.76,1.38,0.87,0.48,-0.1,79.6,372.43,0.75
2010,4,11,12,20,57,     Wind,FF,2.07,66.45,2.19,2.44,55.73,67.89,0.97,-0.86,0.22,-0.47,64,444.2,1.86
2010,4,5,8,25,6,Cluster-1,FF,2.15,146.67,2.22,1.88,73.14,102.41,1.99,-1,-0.04,0.08,36.04,800.17,2.5
2010,4,5,7,56,3,     Wind,FF,2.38,150.04,2.19,2.62,73.55,92.22,1.17,-0.99,-0.11,0.03,54.05,838.21,2.94
2010,4,5,7,55,7,      ACE,FF,2.17,153.42,2.76,2.08,80.75,98.81,1,-0.95,-0.28,0.17,38.08,762.59,2.22
2010,4,4,13,20,41, STEREO-A,FR,1.4,31.88,1.73,2.55,67.08,82.55,1.03,-0.78,-0.34,-0.53,29.76,309.14,1.3
2010,4,4,1,10,4, STEREO-A,FF,1.36,26.25,1.82,1.77,54.33,66.38,0.99,0.95,0.29,-0.11,84.51,390.57,0.82
2010,4,2,6,35,7,      ACE,FF,1.78,82.43,1.24,2.74,47.21,64.32,1.75,-0.97,-0.23,0.09,71.41,860.71,6.64
2010,4,2,6,29,39,     Wind,FF,2.01,102.28,1.99,1.89,57.89,75.9,1.45,-0.9,0.01,-0.44,56.6,566.01,2.49
2010,3,15,13,39,26, STEREO-A,FF,1.53,52.5,2.37,1.91,87.86,108.9,1.08,0.97,-0.24,0.05,51.17,703.2,0.93
2010,3,12,8,11,23, STEREO-A,FR,1.69,100.25,1.69,2.94,87.51,101.81,0.74,-0.95,0.25,-0.21,25.72,344.73,2.39
2010,3,11,19,9,23, STEREO-A,FF,2.02,35.38,1.98,0.94,32.82,50.81,2.8,0.89,0.13,0.44,49.02,377.25,1.72
2010,3,11,8,49,24, STEREO-B,FR,1.81,28.29,1.86,1.92,122.01,132.1,0.35,-0.93,-0.26,0.24,17.51,495.84,0.43
2010,3,5,2,57,25, STEREO-A,FF,1.64,35.25,1.57,1.6,32.18,50.13,2.88,0.89,0.22,0.39,84.2,370.91,1.96
2010,3,4,3,51,39, STEREO-B,FF,1.5,37.63,2.03,1.61,159.33,171.13,0.33,0.64,0.77,0.02,34.21,414.96,0.28
2010,2,28,19,49,55, STEREO-B,FF,1.3,20,1.39,1.32,57.62,68.36,0.82,0.61,0.17,-0.78,35.43,239.72,0.64
2010,2,15,17,39,24,     Wind,FF,1.77,33.85,1.57,1.61,51.16,63.04,1.04,-0.7,-0.63,0.34,56.84,337.54,1.91
2010,2,15,4,41,31, STEREO-A,FF,1.7,46.88,1.84,2.11,81.53,91.6,0.53,0.68,-0.33,-0.66,86.18,411.07,1.27
2010,2,14,7,49,55, STEREO-B,FR,1.36,33.38,1.68,0.88,176.6,182.06,0.13,-0.88,-0.14,-0.45,68.38,331.57,0.4
2010,2,12,12,43,4, STEREO-A,FF,1.24,39.88,1.72,1.3,51.27,69.08,1.64,0.68,-0.5,0.54,79.38,383.64,0.62
2010,2,10,23,57,57,     Wind,FF,1.78,30.22,1.43,1.71,37.62,52.81,1.96,-0.75,-0.32,-0.58,60.68,314.61,1.84
2010,2,5,3,33,12, STEREO-A,FF,2.34,67.38,2.18,1.69,33.03,51.18,2.83,0.98,0.01,0.19,58.94,452.03,2.64
2010,1,30,1,58,19,Cluster-1,FF,1.4,24.85,1.43,1.04,48.93,67.25,1.79,-0.98,-0.15,-0.12,47.7,405.2,1.32
2010,1,30,1,2,28,      ACE,FF,1.37,20.72,1.53,1.17,53.91,66.76,1.1,-0.92,-0.29,0.27,75.28,377.62,1.1
2010,1,11,9,25,21,Cluster-1,FF,1.55,28.01,1.54,1.3,53.15,69.15,1.39,-0.67,-0.63,-0.41,50.7,282.92,1.09
2010,1,11,8,38,36,     Wind,FF,1.46,24.74,1.74,1.77,58.68,70.34,0.88,-0.61,-0.68,-0.4,38.75,274.44,0.86
2009,12,24,16,17,12, STEREO-A,FF,1.58,44.13,3.41,2.36,52.88,64.63,1,0.93,0.35,0.12,77.96,426.45,1.08
2009,12,22,23,51,15, STEREO-A,FR,1.91,58.13,1.77,1.46,63.9,81.51,1.27,-0.81,-0.54,0.21,53.74,271.27,2.02
2009,12,13,19,50,14, STEREO-B,FR,1.9,38.88,3.91,0.84,80.46,95.92,0.87,-0.46,0.79,0.41,50.73,193.23,0.25
2009,11,9,7,6,30,     Wind,FR,1.49,20.2,1.31,1.17,53.1,69.33,1.44,1,0.02,-0.02,65.49,303.95,1.3
2009,11,8,15,54,23, STEREO-B,FF,1.49,25,1.86,2.83,32.87,49.37,2.51,0.72,0.14,-0.68,50.62,269.3,1.06
2009,10,26,11,27,33, STEREO-B,FF,2.2,44.5,3.19,7.52,28.43,45.9,3.25,0.89,0.37,-0.28,43.98,323.34,1.52
2009,10,21,23,15,9,     Wind,FF,1.96,29.63,2.06,1.77,22.32,43.64,5.78,-0.8,0.14,0.58,78.33,290.61,1.59
2009,10,16,14,56,54, STEREO-A,FF,1.53,34.25,1.41,2.06,64.9,75.86,0.74,0.92,-0.03,-0.4,74.87,384.42,1.48
2009,10,10,22,50,21,     Wind,FF,1.71,25.49,1.58,1.44,19.4,41.8,7.29,-0.67,-0.66,-0.34,79.14,269.06,2.15
2009,10,4,3,17,45,     Wind,FF,2.21,40.82,2.17,2.07,21.34,42.5,5.95,-0.98,0.17,-0.09,56.17,374.22,1.8
2009,10,2,15,43,53, STEREO-B,FF,1.79,65.25,7.58,16.95,34.76,49.83,2.14,0.93,-0.35,0.11,7.73,316.68,1.36
2009,9,8,5,30,54, STEREO-A,FF,1.33,28.5,2.16,1.6,12.66,39.35,17.38,0.99,-0.14,0,27.88,359.56,1.34
2009,9,3,14,58,21,     Wind,FF,2.25,45.46,2.07,1.56,19.13,42.28,8.18,-1,-0.02,0.02,33.4,414.47,2.05
2009,9,1,11,30,39, STEREO-A,FF,1.37,31,1.57,1.29,28.96,48.03,3.58,0.2,-0.35,-0.92,85.29,86.39,0.45
2009,8,31,3,40,46, STEREO-B,FF,1.55,45.25,2.07,2.41,89.4,96.4,0.33,0.96,-0.26,0.05,76.86,400.03,0.85
2009,8,30,2,49,50, STEREO-B,FF,1.9,34.88,1.99,1.63,38.13,53.59,1.96,0.92,-0.26,-0.29,87.72,363.7,1.35
2009,8,30,0,33,18,     Wind,FF,1.86,28.53,1.76,1.28,22.51,47.08,6.81,-0.89,-0.37,-0.27,60.18,376.12,1.62
2009,8,7,5,24,29, STEREO-B,FR,1.86,46.75,2.47,1.11,51.07,68.71,1.63,-0.98,-0.04,0.18,41.97,395.23,1.32
2009,8,5,22,35,17, STEREO-B,FF,1.68,21.13,1.42,1.25,26.59,47.22,4.32,0.94,0.25,-0.25,48.49,394.58,1.73
2009,8,2,16,33,46, STEREO-B,FF,1.45,26.25,1.62,2.97,82.38,89.93,0.39,0.91,0.27,-0.33,63.38,350.6,0.79
2009,7,22,10,30,33,     Wind,FR,1.51,53.71,1.93,1.51,81.5,96.19,0.79,0.92,0.36,0.15,77.48,317.01,1.19
2009,7,22,10,16,34,      ACE,FR,1.65,49.35,1.76,1.18,62.25,79.3,1.25,0.92,0.29,0.25,84.78,306.07,1.52
2009,7,19,2,8,35, STEREO-B,FR,1.93,89.38,3.52,1.58,71.56,86.28,0.92,-0.82,-0.1,0.56,68.53,344.91,1.64
2009,7,18,11,35,15, STEREO-B,FF,2.11,37.13,2.04,1.69,19.66,44.52,8.68,0.94,-0.13,-0.31,56.52,407.18,1.75
2009,7,14,1,53,45,     Wind,FR,1.23,23.38,1.46,1.33,49.27,69.48,1.99,0.83,-0.25,-0.5,83.73,374.84,1.26
2009,7,14,1,50,59,      ACE,FR,1.41,45.89,1.49,1.33,45.73,66.01,2.17,0.63,0.36,-0.69,86.12,226.94,1.41
2009,6,30,5,14,45, STEREO-A,FR,1.36,53.25,2.06,1.12,63.84,82.81,1.38,-0.62,-0.58,-0.54,44.36,269.91,1.18
2009,6,27,11,11,49,      ACE,FF,1.47,21.69,1.35,1.75,37.96,53.5,1.97,-0.91,0.08,-0.41,71.73,420.88,1.64
2009,6,27,11,4,18,     Wind,FF,1.51,22.65,1.57,1.59,42.23,56.93,1.64,-0.93,0.03,-0.37,86.85,409.54,1.18
2009,6,24,14,29,42,     Wind,FF,1.66,29.97,1.66,1.39,24.17,46.14,5.4,-0.88,-0.05,-0.46,71.63,367.54,1.73
2009,6,24,9,52,21,     Wind,FF,1.72,34.22,1.74,1.84,28.56,47.35,3.54,-0.93,-0.31,-0.21,80.32,340.16,1.74
2009,6,3,17,7,43, STEREO-A,FF,1.31,27,1.5,1.45,111.5,117.49,0.22,0.96,-0.16,-0.24,60.5,458.92,0.68
2009,5,28,4,4,57,     Wind,FF,2.73,63.7,3.06,3.61,19.51,40.76,6.76,-0.95,-0.07,-0.31,60.12,368.29,2.41
2009,4,23,23,41,54,     Wind,FF,1.92,30.51,1.97,1.48,23.94,44.47,4.94,-0.81,-0.26,0.54,57.3,345.23,1.51
2009,3,14,9,46,29, STEREO-B,FF,1.59,34.75,2.27,2.12,37.35,53.13,2.06,0.78,0.61,0.15,29.51,305.69,1.05
2009,3,11,20,7,3,  Ulysses,FF,2.08,47.73,9.64,1.97,25.95,36.63,1.99,0.92,0.3,-0.26,80.48,518.5,1.69
2009,3,10,14,47,34, STEREO-B,FR,2.31,81.88,1.46,2.39,50.74,71.61,2.01,-0.91,-0.41,0.05,50.64,299.03,3.29
2009,3,9,20,17,19, STEREO-A,FF,2.09,27.25,1.46,2.22,16.31,40.19,10.33,0.84,0.06,0.55,65.42,338.66,2.2
2009,3,8,7,40,12,Cluster-1,FF,1.46,25.37,1.2,1.15,51.52,71.73,1.9,-0.85,0.07,0.52,75.35,478.91,2.34
2009,3,8,6,50,15,      ACE,FF,1.24,38.57,1.45,1.75,67.6,79.19,0.75,-0.88,0.47,0.02,37.73,433.93,1.37
2009,3,3,5,58,14,Cluster-3,FF,2.01,23.09,1.99,1.2,14.82,43.39,15.66,-0.87,-0.15,0.47,84.88,315.99,1.29
2009,3,3,5,57,50,Cluster-1,FF,2.01,26.13,1.85,1.24,14.1,43.72,17.7,-0.91,-0.13,0.4,82.34,341.45,1.49
2009,3,3,5,4,45,     Wind,FF,1.68,24.87,1.85,1.86,17.27,39.97,8.81,-0.9,-0.3,0.33,86.83,338.39,1.5
2009,2,22,12,12,13, STEREO-B,FF,1.39,27.13,1.53,1.25,34.08,51.5,2.57,0.82,0.01,-0.57,50.78,332.47,1.37
2009,2,18,1,54,55, STEREO-A,FR,1.99,33.63,2.19,1.73,51.09,67.17,1.46,-0.72,-0.62,-0.3,67.39,297.77,1.64
2009,2,14,17,56,0, STEREO-A,FF,2.15,20.63,1.82,2.43,14.29,39.41,14.02,0.8,0.18,0.58,44.94,280.52,1.32
2009,2,14,15,28,0,Cluster-3,FR,1.65,50.6,1.83,1.29,41.46,74.69,4.64,0.93,0.36,0.12,46.48,304.66,1.96
2009,2,14,15,27,28,Cluster-1,FR,1.7,50.37,1.89,1.14,40.59,78.82,5.78,0.91,0.38,0.13,47.43,307.07,1.8
2009,2,14,14,41,42,     Wind,FR,2.08,73.25,1.96,1.66,39.11,67.46,3.97,0.89,0.41,0.21,51.54,303.16,2.52
2009,2,14,14,11,6,      ACE,FR,1.72,60.29,3.42,1.4,44.85,68.75,2.73,0.79,0.55,0.27,56.88,286.02,1.83
2009,2,11,10,21,0, STEREO-B,FR,1.88,56.25,1.75,0.91,48.85,71.46,2.29,-0.23,0.02,0.97,65.66,193.42,1.64
2009,2,3,20,9,4,Cluster-3,FF,1.6,45.08,1.93,1.11,53.73,68.92,1.3,-0.98,0.14,0.16,62.63,382.48,1.35
2009,2,3,19,21,3,     Wind,FF,1.59,42.49,2.17,1.86,54.82,65.89,0.9,-0.97,0.02,0.23,73.79,375.61,1.23
2009,1,31,8,32,19, STEREO-A,FF,1.54,32.63,1.35,1.18,31.9,50.21,3.01,0.61,0.14,0.78,54.56,289.99,2.03
2009,1,25,18,22,52, STEREO-A,FF,1.7,26,1.21,1.97,34.4,52.59,2.7,0.95,-0.01,0.3,89.54,463.99,2.69
2009,1,24,9,9,27,  Ulysses,FR,2.64,29.65,1.68,2.53,24.77,37.44,2.64,-0.43,-0.11,0.9,39.36,152,3.24
2009,1,14,0,18,36,     Wind,FF,1.66,33.27,1.54,1.68,38.02,53.59,1.98,-0.96,-0.27,-0.02,56.71,386.4,1.78
2009,1,2,20,8,0, STEREO-A,FF,1.33,31.13,1.46,0.93,27.24,50.07,4.84,0.99,-0.13,-0.11,32.86,409.1,1.98
2008,12,6,5,42,30, STEREO-A,FF,1.55,24.13,1.9,1.42,16.47,40.49,10.22,0.79,0.57,0.2,60.05,311.19,1.66
2008,11,30,18,22,49, STEREO-B,FF,1.94,20.75,2.58,3.82,8.26,37.15,40.81,0.91,0.39,0.15,78.55,312.43,1.03
2008,11,28,16,44,25, STEREO-A,FF,1.73,29.38,2.78,5.1,27.23,45.45,3.6,0.73,0.64,0.25,15.25,272.55,1.25
2008,11,25,10,8,15,     Wind,FR,1.46,30.3,1.66,1.49,56.45,79.75,2,0.59,0.46,-0.67,88.97,188.9,1.72
2008,11,24,22,29,6,     Wind,FF,2.06,43.16,2.56,1.94,21.62,43.12,5.97,-0.72,-0.2,-0.66,78.85,276.11,1.79
2008,11,22,22,20,28, STEREO-A,FF,1.53,28.25,2.04,1.53,30.28,48.47,3.28,0.68,-0.51,0.52,34.63,257.6,0.93
2008,11,16,4,47,9,     Wind,FR,1.38,30.8,1.38,1.16,74.66,90.46,0.97,0.79,0.61,0.09,77.92,219.59,1.54
2008,11,9,0,38,48, STEREO-A,FF,2.04,24.38,1.8,2.42,14.39,39.34,12.98,0.84,0.55,-0.06,24.5,317.78,1.79
2008,10,31,3,24,56, STEREO-A,FF,1.85,51.38,2.34,1.75,41.35,55.75,1.65,0.99,-0.01,0.12,34.01,381.51,1.55
2008,10,28,5,23,18,     Wind,FF,1.35,25.26,1.53,1.45,37.13,57.15,2.78,-0.89,-0.42,-0.19,88.2,393.65,1.39
2008,10,26,17,17,20, STEREO-A,FF,1.56,22.25,1.81,0.87,41.38,55.22,1.57,0.95,0.15,-0.27,58.71,304.56,1.01
2008,10,12,17,12,56, STEREO-A,FF,1.66,29.13,1.45,1.93,14.5,39.57,12.95,0.91,-0.31,0.28,74.48,363.5,2.22
2008,10,11,19,30,6,      ACE,FR,1.66,59.46,1.64,1.07,75.23,90.51,0.9,0.85,0.46,-0.27,85.91,274.34,1.96
2008,10,11,19,26,18,     Wind,FR,1.55,54.82,1.55,1.29,69.73,88.17,1.2,0.84,0.55,0.01,81.45,245.34,2.16
2008,9,30,22,20,36, STEREO-B,FR,1.86,32.63,1.98,1.76,60,80.22,1.61,-0.79,-0.2,-0.58,65.5,415.62,1.34
2008,9,29,13,8,4, STEREO-B,FR,1.51,37.25,1.88,0.9,67.57,89.08,1.5,-0.65,-0.76,-0.08,85.89,344.47,0.46
2008,9,16,13,49,29, STEREO-A,FF,2.08,44.38,1.68,1.66,29.92,48.77,3.4,0.92,0.39,0.05,78.6,408.28,2.48
2008,8,18,12,48,8,      ACE,FR,1.68,48.12,1.67,1.05,54.17,78.99,2.91,0.46,0.67,-0.58,66.36,125.52,1.32
2008,8,10,3,50,51,     Wind,FR,1.99,84.18,2.77,3.52,55.93,74.29,1.58,0.7,0.23,0.68,54.1,291.68,2.28
2008,8,10,3,45,59,      ACE,FR,1.64,55.08,2.67,2.02,49.52,71.57,2.21,0.98,0.2,0.1,63.4,504.96,1.49
2008,8,8,22,53,11,      ACE,FF,1.6,20.56,1.62,2.62,70.09,79.28,0.56,-0.68,-0.7,0.21,30.99,305.78,0.67
2008,8,6,21,17,39, STEREO-B,FF,1.66,41,2.39,1.15,43.26,61.06,2.06,0.87,0.46,-0.19,56.87,357.06,1.08
2008,7,22,21,14,15,     Wind,FR,1.38,37.87,1.5,1.18,65.69,87.37,1.56,0.79,0.57,-0.24,83.52,309.33,1.71
2008,7,22,6,32,57,     Wind,FF,1.53,30.69,1.69,1.59,34.92,52.46,2.55,-0.98,0.07,0.18,82.15,446.48,1.36
2008,7,22,6,13,38,      ACE,FF,1.46,32.89,1.36,1.49,33.72,52.33,2.83,-0.63,-0.35,0.69,77.15,325.85,1.78
2008,7,21,10,30,37, STEREO-B,FR,2.33,62,2.32,2.88,45.7,69.94,2.73,-0.4,0.48,0.78,7.38,211.36,0.62
2008,7,20,22,27,38, STEREO-B,FF,2.09,78.63,4.22,2.24,34.2,53.12,2.85,0.94,0.12,0.32,67.53,430.83,1.83
2008,7,19,7,28,17, STEREO-B,FF,1.53,23.13,2.05,2.87,46.36,58.99,1.24,0.97,0.01,0.26,76.83,338.11,0.76
2008,7,12,10,7,7,      ACE,FR,1.38,28.3,1.55,1.13,86.7,103.43,0.85,0.58,0.82,-0.01,71.43,153.22,1.51
2008,7,5,0,47,53, STEREO-A,FF,1.5,20.25,2.13,2.62,48.65,60.89,1.15,0.81,0.37,0.45,68.18,275.26,0.68
2008,6,15,1,11,27,      ACE,FR,1.56,35.94,1.64,1.22,63.61,87.24,1.78,0.61,0.79,-0.1,69.76,148.66,2.02
2008,6,12,21,35,20, STEREO-B,FF,1.41,22.25,2.67,2.99,74.09,82.52,0.48,0.73,0.68,-0.01,82.31,284.53,0.44
2008,6,6,15,35,44, STEREO-B,FF,1.8,64.63,3.28,2.48,44.26,60.15,1.7,0.99,0.1,0.11,56.28,421.51,1.53
2008,5,28,1,56,16, STEREO-B,FR,1.38,21.25,1.46,1.08,31.65,56.81,4.47,-0.94,-0.07,0.35,54.54,363.32,1.27
2008,5,28,1,17,39,     Wind,FF,1.92,39.79,2.18,2.02,26.36,46.1,4.15,-0.83,-0.37,-0.41,83.89,369.51,1.66
2008,5,19,19,59,10, STEREO-B,FR,1.24,34.13,2.23,1.56,111.95,126.58,0.56,-0.47,-0.53,0.71,61.36,249.67,0.57
2008,5,19,16,39,13, STEREO-B,FF,1.36,76,1.95,2.69,68.09,86.41,1.23,0.93,-0.36,0.1,28.53,639.85,1.82
2008,4,30,15,2,12,     Wind,FF,1.55,29.66,1.67,1.08,29.73,50.44,3.78,-0.87,0.44,-0.23,27.54,377.1,1.09
