Year,Month,Day,Hour,Minute,Second,Spacecraft,ShockType,MagneticFieldRatio,SpeedJump(km/s),ProtonDensityRatio,ProtonTemperatureRatio,AlfvenSpeedUpstream(km/s),MagnetosonicSpeedUpstream(km/s),PlasmaBetaUpstream,ShockNormalX,ShockNormalY,ShockNormalZ,ShockTheta(degrees),ShockSpeed(km/s),MagnetosonicMachNumber
2003,7,6,12,24,4,      ACE,FF,1.73,39.51,1.76,1.69,69.85,85.62,1.01,-0.82,0.04,-0.58,76.56,618.63,1.5
2003,6,20,8,2,30,     Wind,FF,1.78,72.78,1.84,1.84,54.39,74.18,1.74,-0.97,-0.24,0.09,45.28,638.15,1.81
2003,6,20,7,56,7,      ACE,FF,1.68,79.14,2.19,1.45,59.69,77.26,1.36,-0.96,-0.05,-0.29,27.43,578.76,1.31
2003,6,18,4,42,6,     Wind,FF,1.6,41.65,1.39,1.4,87.21,98.66,0.56,-0.82,-0.55,-0.18,58.22,538.96,1.65
2003,6,18,4,29,27,      ACE,FF,1.56,53.15,1.52,1.82,97.4,106.76,0.4,-0.87,-0.49,-0.04,68.48,560.87,1.54
2003,6,14,22,38,48,     Wind,FR,1.4,49.08,1.62,1.46,87.01,105.37,0.94,0.91,-0.31,-0.28,67.06,374.81,1.48
2003,5,30,17,48,27,     Wind,FR,1.89,57.44,1.3,1.58,64.79,86.01,1.55,0.91,0.4,-0.11,60.23,430.06,3.61
2003,5,30,15,55,15,     Wind,FF,1.85,162.11,2.29,1.71,166.44,171.48,0.12,-0.94,-0.11,0.33,82,841.29,1.74
2003,5,30,15,52,57,      ACE,FF,1.63,110.82,1.98,3.49,136.59,142.04,0.17,-0.96,-0.23,0.19,74.41,837.3,1.68
2003,5,29,18,31,9,     Wind,FF,2.22,118.65,1.85,2.51,106.96,114.89,0.31,-0.97,-0.23,-0.01,58.49,914.42,2.31
2003,5,29,18,30,18,      ACE,FF,2.15,115.95,1.74,3.44,125.62,132.43,0.22,-0.93,0.1,0.34,79.9,889.76,2.08
2003,5,29,11,52,10,      ACE,FF,2.17,66.15,1.69,2.48,47.6,62.93,1.52,-0.75,0.01,0.66,44.43,621.68,2.93
2003,5,29,11,49,30,     Wind,FF,2.1,43.39,2.13,2.1,52.21,66.9,1.29,-0.79,-0.17,0.59,60.61,618.3,1.48
2003,5,27,22,15,5,  Ulysses,FF,2.51,30.47,3.57,1.74,21.25,31.97,2.56,0.91,0.03,0.42,65.17,438.58,1.43
2003,5,21,23,54,52,  Ulysses,FR,1.64,21.31,2.44,2.08,32.48,42.58,1.47,-0.7,0.37,-0.62,43.57,311.76,1.66
2003,5,17,6,6,4,  Ulysses,FR,1.52,62.71,1.46,1.24,99.03,104.88,0.24,-0.94,0,-0.33,73.64,350.5,1.95
2003,5,13,5,29,23,  Ulysses,FF,1.92,20.94,2.03,2.86,35.68,43.86,1.06,0.59,-0.59,0.56,75.86,356.61,1.67
2003,5,9,4,56,12,      ACE,FF,1.67,91.3,2.86,2.05,95.26,109.75,0.66,-0.85,0.51,0.16,62.99,818.25,1.48
2003,5,9,4,53,0,     Wind,FF,1.81,134.31,2.01,2.76,75.26,94.52,1.17,-0.67,0.74,0.04,25.52,721.63,2.33
2003,5,6,2,25,13,  Ulysses,FF,1.58,26.03,1.8,1.65,45.79,53.81,0.76,1,-0.01,0.02,72.64,538.44,1.08
2003,4,28,18,34,38,      ACE,FF,1.44,44.26,1.7,1.07,122.04,131.06,0.31,-0.94,-0.33,-0.09,52.82,513.07,0.88
2003,4,28,18,29,12,     Wind,FF,1.43,42.67,1.41,0.98,120.23,131.81,0.41,-0.82,-0.47,-0.34,58.9,538.44,1.44
2003,4,24,13,11,59,  Ulysses,FR,2.08,124.06,2.5,5.07,36.4,48.27,1.62,-0.94,0.04,-0.35,34.68,361.72,4.28
2003,4,21,16,2,41,  Ulysses,FF,1.75,31.7,1.87,1.56,39.39,49.5,1.18,0.84,0.4,0.38,84.49,473.2,1.61
2003,4,18,4,42,18,  Ulysses,FF,2.22,36.27,2.18,2.26,26.71,37.04,1.85,0.87,0.39,0.3,69.09,459.34,2.09
2003,4,14,0,24,59,Cluster-1,FF,1.28,24.04,1.34,1.07,85.12,101.74,0.87,-0.75,0.18,0.64,79.97,490.2,1.29
2003,4,14,0,24,56,Cluster-3,FF,1.28,23.07,1.29,1.16,92.97,106.33,0.62,-0.75,0.17,0.65,80.5,492.19,1.3
2003,4,8,0,20,0,     Wind,FF,2.5,34.92,2.37,1.95,16.11,41.06,11.02,-0.89,0.29,0.35,53.87,365.76,1.43
2003,4,8,0,15,44,      ACE,FF,3.29,33.98,2.57,2.33,11.22,39.02,22.58,-0.89,0.09,0.44,48.32,371.72,1.71
2003,3,26,16,40,27,     Wind,FF,1.48,21.56,1.54,1.29,41.85,60.78,2.3,-0.79,-0.21,-0.58,63.74,385.53,1.24
2003,3,26,6,4,14,  Ulysses,FF,2.29,42.96,2.37,4.37,24.81,34.47,1.86,0.87,0.28,0.41,58.79,422.14,2.45
2003,3,20,4,27,48,     Wind,FF,1.59,116.23,1.48,2.04,145,152.99,0.23,-0.65,0.67,0.36,40.13,692,1.84
2003,3,20,4,20,19,      ACE,FF,1.55,103.39,1.65,2.05,172.31,178.71,0.15,-0.84,0.53,0.14,62.47,790.27,1.4
2003,3,19,19,58,2,  Ulysses,FR,1.67,23.56,1.62,1.43,28.72,38.3,1.57,-0.99,-0.16,0.05,68.9,393.59,1.61
2003,3,1,12,41,39,  Ulysses,FR,1.82,24.53,1.92,1.37,29.44,44.53,2.62,-0.84,-0.53,0.12,86.33,486.59,1.39
2003,3,1,5,14,4,  Ulysses,FR,1.64,36.91,1.91,1.38,56.31,70.54,1.14,-0.77,-0.61,0.2,88.54,365.86,1.4
2003,2,27,14,23,27,Cluster-1,FR,1.58,35.18,1.74,0.89,70.09,105.48,2.58,0.74,0.18,-0.65,73.49,315.44,1.09
2003,2,27,14,23,17,Cluster-3,FR,1.59,38.84,1.73,1.18,75.77,101.2,1.58,0.78,0.12,-0.61,78.59,339.09,1.2
2003,2,27,13,34,33,     Wind,FR,1.59,51.88,1.78,1.97,65.66,89.42,1.75,0.87,0.27,-0.41,71.19,401.38,1.48
2003,2,27,4,31,40,  Ulysses,FF,1.79,40.72,2.5,2.16,55.28,61.23,0.46,1,-0.02,0,80.91,510.02,1.11
2003,2,17,23,23,59,Cluster-1,FF,1.3,65.1,1.25,1.31,91.84,114.81,1.14,-0.9,0.36,0.26,6.18,730.17,1.78
2003,2,17,23,23,55,Cluster-3,FF,1.31,66.08,1.28,1.26,98.74,118.06,0.87,-0.9,0.34,0.28,6.91,719.51,1.68
2003,2,17,7,14,9,  Ulysses,FR,2.14,27.45,1.31,1.1,30.49,42.24,1.94,-0.99,-0.09,-0.11,83.79,359.13,2.65
2003,2,12,5,35,47,  Ulysses,FF,2.56,71.41,2.74,4.45,32.77,41.54,1.21,0.99,-0.04,0.13,87.63,573.98,2.73
2003,2,10,3,47,47,  Ulysses,FR,1.9,57.41,2.71,2.03,36.66,51.9,2.01,-0.88,-0.43,-0.21,52.71,310.44,2
2003,2,4,19,22,5,  Ulysses,FF,1.78,33.68,1.6,1.46,37.23,45.8,1.03,0.85,0.47,0.23,83.73,479.17,2.45
2003,2,3,11,51,56,  Ulysses,FF,2.72,48.39,3.56,3.08,17,29.49,4.03,0.77,0.37,0.52,85.9,394.92,2.52
2003,1,28,7,19,8,  Ulysses,FF,1.64,27.8,1.83,1.65,36.46,45.52,1.12,0.91,0,-0.41,66.12,464.8,1.5
2003,1,25,19,11,12,  Ulysses,FR,1.53,30.45,2.32,2.12,23.47,36.12,2.74,-0.99,0.09,0.07,53.49,380.7,1.54
2003,1,19,11,17,53,  Ulysses,FF,1.75,24.5,1.81,1.4,28.79,38.92,1.67,0.94,-0.34,0.02,62.19,413.23,1.48
2003,1,13,6,33,57,  Ulysses,FF,1.33,27.08,1.94,1.94,27.03,37.73,1.91,0.85,0.14,0.5,25.57,386,1.54
2003,1,4,3,7,10,Cluster-3,FR,1.38,26.22,1.51,1.08,97.25,118.14,0.99,0.54,-0.44,0.72,63.86,243.88,1.01
2003,1,4,2,36,39,     Wind,FR,1.39,26.32,1.48,1.21,80.69,97.9,0.96,0.81,0.26,0.52,6.31,324.1,1.15
2002,12,24,13,24,33,     Wind,FF,1.54,45.38,1.89,2.99,62.62,76.09,0.96,-0.92,0.08,0.39,46.71,563.56,1.35
2002,12,24,13,14,38,      ACE,FF,1.49,33.31,1.57,1.59,62.47,77.79,1.11,-0.93,-0.19,0.33,39.07,553.94,1.36
2002,12,24,4,5,5,  Ulysses,FF,2.83,37.05,4.34,1.58,28.83,38.12,1.5,0.85,0.5,-0.19,73.98,398.51,1.48
2002,12,22,12,31,37,     Wind,FF,1.31,26.89,1.38,1.22,97.27,104.29,0.3,-0.98,-0.11,0.19,48.36,540.89,0.9
2002,12,22,12,16,31,      ACE,FF,1.3,25.58,1.28,1.88,130.41,135.57,0.16,-0.95,-0.21,-0.21,67.07,568.55,0.91
2002,12,22,10,19,9,     Wind,FF,1.47,34.99,1.4,1.05,80.19,88.09,0.42,-0.66,-0.75,-0.05,71.37,449.34,1.48
2002,12,20,17,27,57,     Wind,FF,1.26,20.54,1.43,1.4,56.2,71.75,1.26,-0.95,0.32,0.04,84.68,569.24,1.06
2002,12,19,19,21,39,     Wind,FR,1.38,66.86,1.65,1.73,56.45,74.68,1.5,0.37,0.59,0.72,67.76,84.83,1.47
2002,12,19,18,51,59,      ACE,FR,1.42,66.95,1.95,1.15,55.75,74.17,1.54,0.82,0.1,0.56,87.68,341.84,1.18
2002,12,7,21,39,28,  Ulysses,FF,1.56,21.55,1.91,1.25,48.17,54.65,0.58,0.96,-0.17,0.24,60.95,445.35,0.83
2002,11,26,21,10,26,      ACE,FF,2.75,132.51,2.6,3,85.32,96.2,0.55,-0.92,-0.35,0.17,69.44,603.43,2.4
2002,11,20,10,49,9,     Wind,FF,1.47,50.49,1.87,2.05,69.93,86.4,1.09,-0.98,-0.09,0.18,48.07,457.75,1.25
2002,11,16,23,4,19,      ACE,FF,1.54,43.32,1.43,1.48,53.04,67.55,1.25,-0.85,0.53,0.06,21.52,500.73,2.1
2002,11,14,13,46,27,      ACE,FF,1.21,28.69,1.37,1.38,51.57,63.79,1.07,-0.79,0.53,-0.3,50.69,390.25,1.2
2002,11,13,4,56,54,     Wind,FR,1.45,57.99,1.8,1.08,127.16,141.8,0.49,0.42,0.8,0.42,49.22,73.42,1.21
2002,11,12,19,53,17,  Ulysses,FF,2.61,64.81,2.99,3.36,38.56,46.3,0.88,0.97,0.24,-0.01,86.15,503.92,2.22
2002,11,11,12,13,42,     Wind,FF,1.52,75.69,1.36,1.35,75.17,100.98,2.27,-0.65,0.23,-0.73,27.29,538.08,2.11
2002,11,11,11,52,20,      ACE,FF,1.45,51,1.5,1.19,79.31,99.72,1.18,-0.64,-0.58,-0.51,84.71,465.36,1.74
2002,11,9,18,27,48,     Wind,FF,1.83,35.85,2.17,1.92,40.72,54.51,1.58,-0.97,-0.01,-0.26,73.09,414.76,1.27
2002,11,9,17,54,28,      ACE,FF,1.9,39.9,1.7,2.17,39.51,53.28,1.65,-0.96,0.14,-0.24,75.86,444.15,1.86
2002,11,6,6,49,22,  Ulysses,FR,3.17,62.34,3.19,2.15,16.51,32.31,6.11,-0.54,-0.77,-0.35,89.49,194.76,2.81
2002,11,3,9,28,16,  Ulysses,FF,2.75,98.94,2.7,5.95,41.3,48.84,0.8,0.96,-0.19,0.18,72.17,534.66,3.28
2002,10,25,14,53,6,  Ulysses,FF,2.33,52.5,4.01,6.8,23.85,33.67,2.03,0.91,0.4,-0.14,49.5,388.57,2.27
2002,10,16,16,29,21,     Wind,FF,1.33,38.04,1.26,1.32,90.31,102.17,0.56,-1,-0.04,0.07,46.31,702.73,1.69
2002,10,16,16,8,7,      ACE,FF,1.27,36.27,1.21,1.12,77.99,91.69,0.77,-0.99,0.09,0.14,51.85,695.51,1.9
2002,10,2,22,41,3,     Wind,FF,1.92,59.11,1.81,1.75,45.68,60,1.46,-0.92,0.36,-0.13,59.94,542.59,2.07
2002,10,2,22,14,1,      ACE,FF,2.05,54.57,1.47,1.64,37.56,54.21,2.23,-0.86,0.48,-0.16,51.42,541.68,2.91
2002,10,2,10,2,33,      ACE,FR,1.34,46.64,2.08,1.41,46.97,68.31,2.24,0.84,0.12,-0.53,42.15,287.49,1.67
2002,9,30,7,54,24,     Wind,FF,1.63,42.41,1.99,1.85,63.55,75.11,0.8,-0.91,0.23,-0.34,71.79,345.39,1.21
2002,9,22,7,8,3,  Ulysses,FR,1.75,35.05,2.02,1.57,36.45,56.87,2.88,-1,0.1,0,31.76,602.54,1.26
2002,9,21,16,23,51,  Ulysses,FF,2.61,57.15,1.75,3.91,36.88,44.45,0.91,0.92,-0.39,-0.06,75.2,537.45,3.22
2002,9,19,6,17,0,     Wind,FF,1.4,20.95,1.42,1.52,95.04,107.95,0.58,-0.48,0.67,-0.56,27.23,384.13,1.36
2002,9,7,16,21,6,     Wind,FF,2.86,198.64,2.45,5.66,101.49,107.71,0.25,-0.84,-0.55,0.03,86.69,709.2,3.48
2002,9,7,16,8,45,      ACE,FF,2.7,158.39,2.99,20.26,88.67,95.79,0.35,-0.9,-0.4,-0.16,86.79,603.5,2.58
2002,9,6,10,6,16,  Ulysses,FF,1.77,43.2,2.79,3.61,20.46,32.11,3,0.6,0.69,0.4,53.63,331.59,2.07
2002,9,4,18,41,33,     Wind,FR,1.56,47.78,1.92,1.63,70.8,83.43,0.78,0.99,-0.01,-0.14,38,357.52,1.18
2002,9,4,17,54,53,      ACE,FR,1.73,33.9,1.87,1.36,68.21,81.81,0.88,0.88,-0.31,-0.37,33.03,340.72,0.84
2002,8,28,3,14,23,  Ulysses,FR,2.81,94.88,3.37,2.32,38.33,54.74,2.08,-0.76,-0.24,0.6,68.45,370.16,3.05
2002,8,26,11,14,57,     Wind,FF,1.38,61.91,2.03,7.62,50.52,62.25,1.04,-0.85,-0.52,0.07,83.14,405.64,2.08
2002,8,26,4,22,26,  Ulysses,FF,1.65,51.83,2.57,2.74,29.01,40.59,1.92,0.91,0.22,0.35,34.37,508.56,2.3
2002,8,20,13,50,39,     Wind,FF,1.35,22.68,1.28,1.26,71.25,80.24,0.54,-0.81,0.2,0.55,42.45,500.97,1.5
2002,8,18,18,40,45,     Wind,FF,3.68,161.75,3.18,3.89,32.45,57.09,4.49,-0.88,0.22,0.43,38.67,630.23,4.44
2002,8,18,18,10,26,      ACE,FF,2.73,158.36,4.39,3.67,36.81,57.71,3.01,-0.88,0.17,0.44,56.32,601.12,3.75
2002,8,1,23,9,9,     Wind,FF,1.87,36.7,2.03,1.94,50.5,62.42,1.06,-0.96,0.03,-0.28,74.53,493.47,1.21
2002,8,1,22,19,32,      ACE,FF,1.75,29.62,1.75,3.19,53.72,65.03,0.94,-0.96,-0.21,-0.18,59.91,480.17,1.03
2002,8,1,5,19,27,     Wind,FF,1.55,86.6,2.21,10.18,115.58,121.7,0.22,-0.75,0.59,0.31,6.98,443.39,1.57
2002,8,1,4,24,4,      ACE,FF,1.71,115.38,3.19,3.82,139.47,144.75,0.16,-0.84,0.46,0.29,22.5,437.12,0.9
2002,7,29,13,15,0,     Wind,FF,2.88,85.97,2.08,2.32,41.2,56.66,1.88,-0.91,-0.06,0.42,50.48,542.43,3.11
2002,7,29,12,40,21,      ACE,FF,2.64,81.05,2.03,1.95,42.08,57.16,1.71,-0.88,-0.19,0.44,56.71,537.01,3.04
2002,7,25,13,29,15,     Wind,FF,1.52,46.16,1.58,1.7,103.53,112.86,0.38,-0.83,-0.5,0.24,87.77,530.23,1.26
2002,7,25,12,59,33,      ACE,FF,1.58,49.52,1.31,1.56,98.44,107.33,0.38,-0.74,-0.45,0.51,86.23,592.74,2.35
2002,7,24,22,6,11,  Ulysses,FF,7.47,165.38,3.3,16.33,14.49,30.95,7.3,0.81,0.44,-0.39,73.7,578.49,5.74
2002,7,22,5,23,30,     Wind,FF,1.59,65.87,1.35,0.9,68.85,79.35,0.66,-0.82,-0.09,0.56,51.86,701.4,4.29
2002,7,22,4,50,29,      ACE,FF,1.86,25.62,1.4,2.77,49.9,61.82,1.07,-0.72,-0.16,0.67,64.7,509.12,2.47
2002,7,19,23,32,40,  Ulysses,FR,1.46,22.66,1.52,1.13,48.63,59.19,0.98,-0.87,0.17,-0.47,73.79,422.06,1.3
2002,7,19,14,42,14,      ACE,FF,1.54,61.59,1.62,2.16,98.6,110.79,0.53,-0.48,-0.69,-0.55,76.89,532.35,2.39
2002,7,19,9,32,38,      ACE,FF,2.24,107.27,2.74,2.62,88.04,99.93,0.58,-0.76,-0.38,-0.53,64.92,535.29,2.33
2002,7,17,15,55,33,     Wind,FF,2.22,99.1,3.77,11.34,53.16,68.47,1.32,-0.8,0.25,0.55,63.52,407.41,1.04
2002,7,17,15,26,14,      ACE,FF,2.49,81.05,2.77,1.88,59.84,75.65,1.21,-0.93,-0.24,-0.29,15.65,523.59,1.99
2002,7,5,22,4,0,  Ulysses,FR,2.1,34.56,2.55,1.61,33.95,50.02,2.34,-0.49,-0.07,0.87,57.5,240.55,2.12
2002,7,3,5,50,50,  Ulysses,FF,1.26,36.55,1.83,1.5,38.47,57.4,2.51,0.54,-0.63,0.55,21.77,507.05,1.27
2002,7,2,6,38,6,  Ulysses,FR,1.94,69.45,2.33,1.81,50.88,66.12,1.38,-0.79,0.56,0.24,33.34,366,1.37
2002,6,13,14,29,24,  Ulysses,FR,1.72,44.28,2.22,2.35,68.23,81.77,0.88,-0.56,-0.52,0.65,39.09,317.95,1.45
2002,6,8,10,28,42,     Wind,FF,1.63,28.48,1.64,2.12,23.15,43.91,5.51,-0.74,-0.65,-0.18,49.12,315.29,1.7
2002,6,6,21,46,2,  Ulysses,FR,1.38,48.83,1.99,1.62,43.07,58.9,1.76,-0.73,-0.53,0.44,66.86,435.66,2.01
2002,6,4,19,49,47,  Ulysses,FR,2.69,175.44,3.31,4.83,71.42,80.37,0.54,-0.89,-0.44,-0.12,37.45,386.67,3.18
2002,6,3,16,16,52,  Ulysses,FF,2.26,67.51,1.48,3.42,43.92,51.01,0.7,0.71,0.17,-0.68,50.83,581.76,5.26
2002,6,3,10,23,57,  Ulysses,FF,1.42,20.26,2.14,2.22,41.31,48.95,0.89,0.99,-0.1,-0.04,68.28,424.62,0.76
2002,5,30,2,20,15,     Wind,FF,2.13,32.33,1.57,1.08,60.84,75.72,1.1,-0.5,0.34,-0.8,73.51,440.92,2.62
2002,5,30,1,32,45,      ACE,FF,1.91,40.46,1.72,1.87,61.84,76.11,1.03,-0.57,0.38,-0.73,67.42,452.71,2.33
2002,5,23,21,30,5,      ACE,FR,1.25,24.52,1.48,0.92,429.49,438.77,0.09,0.9,-0.1,0.42,26.29,475.11,0.66
2002,5,23,10,44,51,     Wind,FF,2.25,126.16,2.27,2.67,103.2,111.92,0.36,-0.8,-0.02,-0.6,84.16,634.55,2.27
2002,5,23,10,16,13,      ACE,FF,2.07,162.53,1.33,2.22,94.54,103.95,0.42,-0.84,-0.07,-0.54,80.93,1090.78,6.87
2002,5,21,21,14,15,     Wind,FF,1.71,24.23,1.84,1.34,32.18,49.64,2.78,-0.73,-0.38,0.57,43.89,328.02,1.52
2002,5,21,20,59,42,      ACE,FF,2.29,26.97,1.42,2.97,20.32,41.8,6.47,-0.6,-0.8,-0.09,85.14,315.59,2.3
2002,5,20,9,2,54,  Ulysses,FR,2.18,26.91,2.25,1.98,37.94,51.92,1.75,-0.53,-0.3,0.79,63.28,250.25,2.22
2002,5,20,3,35,48,     Wind,FF,1.64,47.39,1.78,1.04,77.87,90.86,0.74,-0.91,-0.23,0.35,32.63,529.69,1.67
2002,5,20,2,57,18,      ACE,FF,1.61,75.26,1.61,2.61,83.5,92.12,0.44,-0.96,0.16,0.22,44.17,610.86,2.08
2002,5,18,19,45,51,     Wind,FF,2.95,155.23,2.47,1.86,40.88,59.08,2.19,-0.89,0.04,0.45,33.63,537.44,4.19
2002,5,18,19,19,26,      ACE,FF,3.26,122.16,2.78,3.03,36.5,54.29,2.45,-0.89,-0.4,0.22,82.2,521.93,3.79
2002,5,12,2,33,12,     Wind,FR,1.56,36.34,1.41,1.33,55.87,77.74,1.9,0.95,-0.28,0.11,83.74,317.1,1.73
2002,5,11,10,30,27,     Wind,FF,2.31,86.86,2.79,3.34,47.18,61.78,1.44,-0.98,0.2,0,36.41,452.53,2.02
2002,5,11,9,25,19,      ACE,FF,2.08,82.09,2.25,3.34,58.85,70.87,0.9,-0.93,-0.03,0.36,20.36,444.72,1.8
2002,5,11,5,0,8,  Ulysses,FR,3.35,140.15,3.32,3.52,40.8,59.7,2.28,-0.92,-0.35,-0.17,26.23,451.68,4.18
2002,5,10,10,29,4,      ACE,FF,2.49,55.24,2.41,2.27,43.74,59.16,1.66,-0.9,-0.27,0.34,64.7,421.09,1.71
2002,5,9,15,58,59,  Ulysses,FF,2.86,121.28,3.73,17.81,32.58,40.9,1.15,0.99,0.14,0.06,88.37,487.03,4.1
2002,4,27,8,57,7,  Ulysses,FR,4.37,143.38,2.57,6.92,18.59,36.71,9.77,-0.74,0.65,-0.17,83.94,327.53,2.94
2002,4,23,5,0,21,     Wind,FF,1.83,132.12,3.07,11.19,66.44,81.16,1.04,-0.81,0.45,0.38,58.01,611.16,3.13
2002,4,23,4,15,12,      ACE,FF,2.61,177.84,2.74,4.63,72.29,84.47,0.74,-0.79,0.46,0.41,52.2,582.78,2.95
2002,4,19,8,25,21,     Wind,FF,2.22,169.85,2.53,6.69,184.93,190.88,0.13,-0.96,-0.25,0.15,75.18,700.09,1.53
2002,4,19,8,2,42,      ACE,FF,2.18,169.31,2.33,4.04,205.64,210.25,0.09,-0.95,-0.32,0,76.06,712.13,1.47
2002,4,17,11,1,39,     Wind,FF,2.99,118.09,2.91,5.17,44.5,61.32,1.8,-0.93,-0.09,0.35,65.63,504.19,3.17
2002,4,17,10,20,50,      ACE,FF,2.91,106.02,4.19,2.65,53.97,68.86,1.26,-0.89,0.03,0.46,82.88,453.48,2.22
2002,4,14,12,56,6,     Wind,FF,1.9,29.27,2.78,2.75,17.42,41.55,9.42,-0.84,-0.37,-0.39,70.15,367.02,1.17
2002,4,14,0,23,45,  Ulysses,FR,3.11,145.66,2.56,4.74,36.94,54.45,2.39,-0.87,-0.34,0.36,70.43,358.16,4.84
2002,4,12,5,13,29,  Ulysses,FF,1.76,27.76,1.57,1.26,27.58,43.84,3.1,0.74,0.57,-0.35,67.82,372.03,2
2002,4,6,0,29,43,  Ulysses,FF,1.88,48.53,2.92,4.29,24.33,36.3,2.47,0.94,0.04,-0.34,40.45,434.33,2.25
2002,3,31,15,26,12,      ACE,FR,1.57,38.22,2.1,1.23,115.64,128.82,0.48,0.59,-0.11,0.8,61.6,292.71,1.04
2002,3,29,22,15,15,     Wind,FF,1.59,38.56,2.44,2.03,24.87,45.24,4.92,-0.85,-0.43,-0.31,85.39,359.92,1.6
2002,3,26,10,56,51,     Wind,FR,1.34,37.38,1.7,1.81,58.69,81.21,1.85,0.97,0,0.26,21.35,442.62,1.17
2002,3,26,10,22,13,      ACE,FR,1.29,43.86,1.76,1.3,57.04,80.38,1.98,0.9,0.4,-0.16,56.29,380.33,1.48
2002,3,25,1,14,54,     Wind,FF,1.29,60.58,1.27,1.43,279.27,281.64,0.03,-0.8,0.24,0.55,79.64,697.9,1.34
2002,3,25,0,57,57,      ACE,FF,1.29,75.41,2.14,1.69,358.25,352.86,0.02,-0.87,0.39,0.3,57.19,501.92,0.47
2002,3,23,11,24,9,     Wind,FF,2.58,81.67,2.32,1.78,46.4,60.53,1.42,-0.94,0,0.33,74.02,532.56,2.49
2002,3,23,10,53,41,      ACE,FF,2.47,72.31,3.37,1.84,51.19,64.27,1.16,-0.83,0.2,0.53,57.25,447.71,1.87
2002,3,22,3,52,3,     Wind,FF,1.58,26.48,1.43,1.54,68.05,78.06,0.64,-0.79,0.39,0.47,79.83,441.47,1.36
2002,3,22,3,23,17,      ACE,FF,1.53,35.23,1.23,1.79,70.97,79.98,0.54,-0.87,0.49,0.05,55.08,572.18,2.65
2002,3,20,13,19,42,     Wind,FF,1.57,171.62,1.81,6.1,535.58,537.38,0.01,-0.62,0.18,0.76,80.85,790.37,1.11
2002,3,20,13,5,42,      ACE,FF,1.61,159.74,1.82,4.46,468.68,470.65,0.02,-0.64,0.24,0.73,81.8,740.77,1.12
2002,3,18,13,13,48,     Wind,FF,2.89,157.02,3.29,3.45,31.15,51.85,3.69,-0.97,0.08,0.24,38.91,517.39,4.1
2002,3,18,12,37,9,      ACE,FF,2.55,129.27,3.98,2.22,30.09,53.54,4.45,-1,-0.02,-0.03,72.11,504.01,3.22
2002,3,18,7,51,24,  Ulysses,FR,2.54,38.36,2.8,1.88,32.76,50.67,2.8,-0.74,-0.45,0.5,47.41,410.38,2.22
2002,3,14,4,32,46,  Ulysses,FF,1.43,23.44,1.45,1.53,32.36,46.65,2.16,0.8,-0.1,-0.6,19.17,468.15,1.79
2002,3,3,15,19,34,  Ulysses,FR,1.52,20.24,1.28,1.3,42.47,65.1,2.82,-0.72,-0.62,0.32,85.36,374.61,1.93
2002,2,28,5,6,33,     Wind,FF,1.69,48.65,2.09,3.78,48.62,63.59,1.43,-0.77,0.59,0.24,46.52,345.86,1.42
2002,2,21,3,45,3,  Ulysses,FR,1.68,45.19,2.52,2.06,33.68,49.95,2.4,-0.87,-0.49,0.04,12.95,496.71,1.72
2002,2,20,3,21,52,  Ulysses,FR,1.67,61.07,2.4,1.46,42.84,62.67,2.3,-0.94,-0.33,0.06,49.08,530.99,1.89
2002,2,17,3,32,57,     Wind,FF,2.34,32.58,2.91,1.88,21.04,42.57,6.2,-0.48,-0.52,0.7,29.87,242.51,1.3
2002,2,17,2,9,30,      ACE,FF,1.88,29.06,3.49,1.66,30.76,49.08,3.09,-0.54,-0.44,0.72,62.43,262.04,1.38
2002,2,16,23,54,27,  Ulysses,FF,2.05,31.26,3.25,1.34,25.33,38.45,2.61,0.97,0.23,-0.07,28.79,488.59,1.3
2002,2,13,16,53,38,  Ulysses,FR,1.83,48.46,2.29,1.8,44.1,58.22,1.49,-0.81,0.31,-0.51,65.1,375.41,1.68
2002,2,6,4,46,54,     Wind,FR,1.57,31.99,1.48,1.16,88.06,104.17,0.8,0.42,0.85,-0.33,70.29,59.04,1.82
2002,2,6,2,3,7,      ACE,FR,1.64,33.72,1.76,1.17,85.29,102.95,0.92,0.56,0.56,-0.61,84.12,202.72,1.42
2002,2,5,1,31,51,  Ulysses,FR,1.7,24.51,1.54,1.14,48.52,64.88,1.58,-0.77,-0.64,-0.02,76.82,465.2,1.63
2002,2,3,19,22,21,  Ulysses,FR,1.47,22.5,1.45,1.2,46.41,66.83,2.15,-0.31,-0.56,0.77,70.45,98.6,1.97
2002,1,31,21,38,12,     Wind,FF,2.2,67.1,1.78,1.63,52.75,64.95,1.03,-0.88,-0.08,0.47,79.5,430.39,2.57
2002,1,17,21,40,7,  Ulysses,FF,1.78,28.92,4.83,1.08,38.44,49.44,1.74,0.74,-0.65,0.2,79.22,398.48,0.84
2002,1,17,5,42,54,      ACE,FF,1.48,25.22,1.96,1.63,64.58,75.87,0.76,-0.9,0.44,0.07,57.97,382.06,0.75
2002,1,10,16,27,3,     Wind,FF,1.89,113.23,1.63,1.3,76.56,109.8,2.13,-0.97,-0.2,0.11,77.98,805.14,3.09
2002,1,10,15,44,47,      ACE,FF,1.99,96.97,2.06,1.37,82.58,102.77,1.1,-0.96,-0.24,0.11,86.93,673.2,2.04
